Departamento  de la Instituci¢n;Provincias dela Rep£blica  de Panam†;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Econ¢mico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;A§o Cierre de Queja;A§o Recibido de Queja
Veh°culo a Motor;Panam†;Ley 45 de 2007;45506;Ago 24;Custodia de bien;SMART VALET;Estacionamientos;Ford;Auto;105.21;Inhibe;;45594;Oct 24;2024;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45509;Ago 24;Falta de informaci¢n;AUTOS PLATINIUM;Venta de autos usados;Nissan;Auto;4000;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45513;Ago 24;Incumplimiento de contrato;REPUESTOS COMERCIALES;Repuestos para autos;Toyota;Auto;77;Pendiente constancia desistimiento;;45572;Oct 24;2024;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45513;Ago 24;Incumplimiento de garant°a;GRUPO SILABA Y GRUPO Q;Agencia de autos;Chevrolet;Auto;15494;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45517;Ago 24;Incumplimiento de garant°a;EMP CAPITAL CORP;Repuestos para autos;Toyota;Auto;96.3;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45520;Ago 24;Incumplimiento de garant°a;SANTY CARS 507;Venta de autos usados;KIA;Auto;4600;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45520;Ago 24;Incumplimiento de garant°a;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Auto;26800;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45520;Ago 24;Custodia de bien;TEAM CAR SERVICES;Taller de reparaci¢n de autos;Chevrolet;Auto;514.76;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45520;Ago 24;Incumplimiento de garant°a;AUTOMOTORA AUTOSTAR, S.A.;Agencia de autos;JEEP;Auto;26990;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45523;Ago 24;Incumplimiento de garant°a;GRUPO Q;Agencia de autos;Chevrolet;Auto;23648;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45523;Ago 24;Incumplimiento de garant°a;GRUPO Q INVESTMENTS, S.A.;Agencia de autos;Cherry;Auto;16900;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45524;Ago 24;Incumplimiento de garant°a;PARABRISAS PANAMA, S.A.;Repuestos para autos;Chevrolet;Auto;107;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45524;Ago 24;Falta de informaci¢n;ABERNATHY, S.A.;Repuestos para autos;#≠NULO!;#≠NULO!;514.76;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45524;Ago 24;Incumplimiento de servicio;TALLER CAR CARE MOTOR SPORT, S.A.;Taller de reparaci¢n de autos;Audi;Auto;2961.3;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de garant°a;GRUPO SILABA;Repuestos para autos;KIA;Auto;94.96;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de garant°a;GRUPO SILABA;Agencia de autos;KIA;Auto;20345;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de garant°a;AUTO DEAL BUY A CAR AGAIN;Venta de autos usados;KIA;Auto;8907.66;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45532;Ago 24;Incumplimiento de servicio;ELECTROMECANICA J. CASTILLO;Taller de reparaci¢n de autos;Mitsubishi;Auto;75;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PANAMOTOR;Agencia de autos;Nissan;Auto;28999;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;AUTO SALES;Venta de autos usados;Honda;Auto;6300;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45532;Ago 24;Veracidad de la publicidad;NAPPA LEATHER INC;AlmacÇn de ropa y calzados;;;78.65;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45505;Ago 24;Incumplimiento de garant°a;TODO A DOLLAR;AlmacÇn por departamentos;;;53.5;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45510;Ago 24;Da§os y perjuicios;OFERTASIMPLE.COM;Servicio de intermediaci¢n;Panasonic;Aire acondicionado;167;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45510;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;19.99;Acuerdo en audiencia/Varios;;45567;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45510;Ago 24;Incumplimiento de garant°a;MUEBLES Y DETALLESS PTY;Muebler°as;;Juego de sala;1050;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45511;Ago 24;Falta de informaci¢n;ESTRUCTURAS Y EBANISTERIA MENDOZA;Muebler°as;;;200;Pendiente constancia desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45510;Ago 24;Incumplimiento de garant°a;TIGO PANAMµ;Telefonia;Samsung;Celular;1016.45;Desistimiento;;45537;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45512;Ago 24;Falta de informaci¢n;PROMOTORA STAGE TOWER, S.A.;Inmobiliarias;;;1500;Acuerdo en audiencia/Devoluci¢n de dinero;1500;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Da§os y perjuicios;PRESTIGE DRY CLEANERS;Servicio de intermediaci¢n;;;393.33;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45511;Ago 24;Vicio oculto;ORTEGA INVESTMENT GROUP OF PANAMA, INC;Inmobiliarias;;Apartamento;2839.35;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;32;Acuerdo en audiencia/Varios;;45541;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Incumplimiento de garant°a;SEARCH ENGINE BUSINESS, INC.;ElectrodomÇsticos/equipos electr¢nicos;LG;Refrigeradora;389.05;Desistimiento;;45532;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45512;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Acuerdo en audiencia/Varios;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Hisense;Refrigeradora;791.8;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45517;Ago 24;Incumplimiento de garant°a;BLUE POWER ELECTRONICS, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;;16.05;Acuerdo en audiencia/Varios;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45517;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;Desistimiento;;45567;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45518;Ago 24;Incumplimiento de servicio;GALGO BOX CENTRO AMERICA;Servicio de intermediaci¢n;;;151.37;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;30;Acuerdo en audiencia/Varios;;45569;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45517;Ago 24;Incumplimiento de garant°a;COLMUEBLES, S.A.;Muebler°a/equipo electr¢nico;Samsung;Audifonos;498;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45517;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;Acuerdo en audiencia/Varios;;45541;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45517;Ago 24;Falta de informaci¢n;COPA AIRLINES;L°neas aÇreas;;;1596.9;Acuerdo en audiencia/Varios;;45596;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45518;Ago 24;Falta de informaci¢n;IMPORTADORA MADURO, S.A.;AlmacÇn por departamentos;;;200;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45518;Ago 24;Incumplimiento de garant°a;MUEBLES MODERNOS;Muebler°as;;Juego de sala;480.43;Desistimiento;;45589;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45525;Ago 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Telefonia;;;26.75;Acuerdo en audiencia/Varios;;45603;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45525;Ago 24;Incumplimiento de garant°a;RODELAG;ElectrodomÇsticos/equipos electr¢nicos;LG;Refrigeradora;1123.48;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45525;Ago 24;Vicio oculto;INMOBILIARIA LYKAR, S.A.;Inmobiliarias;;Vivienda;3815.41;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Incumplimiento de garant°a;MULTISERVICIOS FRIOKING, S.A.;Repuestos y reparaciones (talleres varios no autos);Panasonic;Aire acondicionado;1687;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Incumplimiento de garant°a;SOUND N MUSIC;ElectrodomÇsticos/equipos electr¢nicos;Sankey;Refrigeradora;735;Desistimiento;;45538;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;20;Desistimiento;;45538;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;24;Desistimiento;;45538;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;24;Acuerdo en audiencia/Varios;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;FELIX B. MADURO, S.A.;AlmacÇn por departamentos;;;47.92;Desistimiento;;45566;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;LG;;514.62;Desistimiento;;45538;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;MULTISERVICIOS DECON;Remodelaci¢n;;;4220;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Acuerdo en audiencia/Varios;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;20;Desistimiento;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45526;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Acuerdo en audiencia/Varios;;45565;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Resoluci¢n de contrato;PLAYA BLANCA SIGNATURE, S.A.;Hoteles o planes vacacionales;;;3250;Acuerdo en audiencia/Varios;;45610;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de contrato;CASA DEKO;Servicios de instalaci¢n;;;3800;Inhibe;;45586;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Desistimiento;;45566;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Falta de informaci¢n;OCEANS ECOMMERCE, S.A.;Ventas por internet;;;93.99;Pendiente constancia desistimiento;;45545;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Falta de informaci¢n;FATS SERVICE CENTER, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;;100;Desistimiento;;45610;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;;;433.32;Pendiente constancia desistimiento;;45593;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Falta de informaci¢n;TURPIAL AIRLINES, C.A.;L°neas aÇreas;;;534.24;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Falta de informaci¢n;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;;;26.74;Pendiente constancia desistimiento;;45621;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de servicio;TAPICERIA RAUL;F†bricas de muebles;;;1380;Desistimiento;;45573;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;20;Acuerdo en audiencia/Varios;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;20;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Resoluci¢n de contrato;TIGO PANAMµ;Tv por cable;;;30.26;Desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Resoluci¢n de contrato;TIGO PANAMµ;Tv por cable;;;30.26;Desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Televisor;320.95;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Incumplimiento de servicio;MARIA DOS, S.A.;Servicios Profesionales;;;4973.36;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PROMOTORA LA VALDEZA, S.A.;Inmobiliarias;;Vivienda;303.96;Acuerdo en audiencia/Varios;;45588;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Vicio oculto;RAENCO;ElectrodomÇsticos/equipos electr¢nicos;LG;Lavadora;849;Abandono;;45616;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Custodia de bien;G S MOVIL;Celulares;;Celular;806.78;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Incumplimiento de garant°a;WILLCAR COMPANY, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;;245.55;Desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;;;331.71;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;NOVEY;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Refrigeradora;2581.91;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;NEL - MAR GLOBAL SERVICES, S.A.;Repuestos y reparaciones (talleres varios no autos);;Pieza de Repuesto;20.33;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;DOIT CENTER;AlmacÇn por departamentos;Whirlpool;Lavadora;433.98;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;HP;Computadora;406.55;Desistimiento;;45614;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de servicio;MULTIMAX;ElectrodomÇsticos/equipos electr¢nicos;;;120.88;Pendiente constancia desistimiento;;45567;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;LILITECH LAPTOPS & MORE;Computadoras;HP;Computadora;452.5;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;RAENCO;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Refrigeradora;587.46;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Tv por cable;;;44.82;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Refrigeradora;453.79;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;NOVEY;AlmacÇn por departamentos;Mabe;Centro de lavado;1177.79;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de servicio;OPTICA SOSA Y ARANGO;Opticas;;Lentes;211.43;Pendiente constancia desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;20;Desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de garant°a;PANAFOTO;ElectrodomÇsticos/equipos electr¢nicos;Hisense;Refrigeradora;359;Desistimiento;;45559;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45533;Ago 24;Incumplimiento de servicio;SOLO MUEBLES;Muebler°as;;;220;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;CREDITOS MUNDIALES;Muebler°a/equipo electr¢nico;;Refrigeradora;885.96;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Acuerdo en audiencia/Varios;;45580;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;;Televisor;353.09;Pendiente constancia desistimiento;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;SUPER XTRA;Supermercados;Premier;Refrigeradora;225;Pendiente constancia desistimiento;;45602;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Falta de informaci¢n;JOYERIA SAPIR;Joyer°a/Relojer°as;;;100;Pendiente constancia desistimiento;;45561;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;CITY MUEBLES;ElectrodomÇsticos/equipos electr¢nicos;Whirlpool;Lavadora;345;Pendiente constancia desistimiento;;45583;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45511;Ago 24;Devoluci¢n de dinero;EL MACHETAZO;Supermercados;;;29.93;Desistimiento;;45537;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45512;Ago 24;Devoluci¢n de dinero;INMOBILIARIA DON ANTONIO, S.A.;Supermercados;;;37.8;Pendiente constancia desistimiento;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45513;Ago 24;Devoluci¢n de dinero;GREEN PALACE, S.A.;Inmobiliarias;;Vivienda;500;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45525;Ago 24;Custodia de bien;ON SERVICE;Repuestos y reparaciones (talleres varios no autos);Samsung;Televisor;854.93;Pendiente constancia desistimiento;;45625;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45525;Ago 24;Incumplimiento de garant°a;E-VISION;Muebler°a/equipo electr¢nico;Sankey;Bocina;175;Desistimiento;;45608;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45532;Ago 24;Devoluci¢n de dinero;PROMOTORA CASAS PACIFICAS;Inmobiliarias;;Vivienda;1000;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45532;Ago 24;Devoluci¢n de dinero;SOLO MUEBLES;F†bricas de muebles;;;400;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45530;Ago 24;Incumplimiento de servicio;SOLO MUEBLES;Muebler°as;;;310;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Incumplimiento de garant°a;RAENCO;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Refrigeradora;416;Desistimiento;;45548;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45531;Ago 24;Incumplimiento de garant°a;H5 MOVILES #1;Celulares;LG;Celular;60;En proceso;;;;;2024
Decisi¢n;Bocas del Toro;Ley 45 de 2007;45518;Ago 24;Incumplimiento de contrato;COMERCIALES FILY;Muebler°a/equipo electr¢nico;;Panel solar;3050;Desistimiento;;45527;Ago 24;2024;2024
Decisi¢n;Bocas del Toro;Ley 45 de 2007;45533;Ago 24;Resoluci¢n de contrato;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;300.2;Desistimiento;;45544;Sep 24;2024;2024
Veh°culo a Motor;CoclÇ;Ley 14 de 2018;45526;Ago 24;Incumplimiento de garant°a;RICARDO PEREZ, S.A.;Agencia de autos;;Auto;21500;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45512;Ago 24;Falta de informaci¢n;ALMACEN SUPER FUERTE;AlmacÇn por departamentos;;Congelador;187.25;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45516;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;19.99;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45526;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;28.3;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45531;Ago 24;Incumplimiento de garant°a;HIDROSTAR;Ferreter°as, materiales de construccion o similares;;;142.03;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45505;Ago 24;Falta de informaci¢n;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;;Vivienda;2200;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45505;Ago 24;Falta de informaci¢n;INVERSIONES DASA;Constructoras;;Vivienda;5000;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45505;Ago 24;Falta de informaci¢n;SIRENA HOME;AlmacÇn por departamentos;;Abanico;130;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45506;Ago 24;Incumplimiento de servicio;TALLER TROPICAL;Reparaci¢n de casas;;;250;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45511;Ago 24;An†lisis financiero/ Aclaraci¢n de cuenta;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;;;3970;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45511;Ago 24;Falta de informaci¢n;NATURAL ENGLISH;Cursos de inglÇs;;;130;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45511;Ago 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Tv por cable;;;21.18;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45517;Ago 24;Incumplimiento de servicio;IMPORTADORA BOLIVAR INTERNACIONAL, S.A.;Inmobiliarias;;;93;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45513;Ago 24;Falta de informaci¢n;CABLE & WIRELESS PANAMµ;Tv por cable;;;22.42;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45519;Ago 24;Aclaraci¢n de contrato;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;;;3970;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45523;Ago 24;Incumplimiento de servicio;GOOD MOVIL;Celulares;Iphone;Celular;150;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45524;Ago 24;Incumplimiento de garant°a;TITAN PANAMµ;AlmacÇn por departamentos;Hisense;Televisor;192.59;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45525;Ago 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Tv por cable;;;64;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45530;Ago 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;28;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45534;Ago 24;Incumplimiento de garant°a;RODELAG;AlmacÇn por departamentos;Whirlpool;Lavadora;502.18;En proceso;;;;;2024
Veh°culo a Motor;Chiriqu°;Ley 14 de 2018;45517;Ago 24;Incumplimiento de garant°a;TALLER YIGO;Taller de reparaci¢n de autos;;Auto;1500;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45516;Ago 24;Cobro indebido;RED N BLUE;Ventas por internet;;;3241.06;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45506;Ago 24;Devoluci¢n de dinero;INFRAURBANA;Inmobiliarias;;Vivienda;3000;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45512;Ago 24;Incumplimiento de garant°a;RAMTEC AUDIO Y VIDEO, S.A.;ElectrodomÇsticos/equipos electr¢nicos;RCA;Aire acondicionado;299.95;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45523;Ago 24;Incumplimiento de garant°a;EMPRESAS MELO S.A.;Agroquimicos;;;1164;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45530;Ago 24;Devoluci¢n de dinero;TURKISH AIRLINES;L°neas aÇreas;;;1889.04;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45519;Ago 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Telefonia;;;17.86;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45525;Ago 24;Devoluci¢n de dinero;BELLA VISTA PROMOCIONES INMOBILIARIAS, S.A.;Inmobiliarias;;Vivienda;1901.58;En proceso;;;;;2024
